FRASE,,OBJ/SUBJ,POLARIDADE
"Autor premiado, Ron Chernow conta a história de um homem que superou inúmeros obstáculos para moldar, inspirar e escandalizar os Estados Unidos recém-constituídos.",,objetiva,neutra
"Desde o conhecimento da mídia sobre o diário até hoje, Shirley Harrison sofre duras críticas e acusações, sendo taxada de falsificadora, ou ao menos de ter participado da construção do escrito.",,objetiva,neutra
"O livro não é ruim, mas Jorge Amado parece subestimar a inteligência de o leitor a o fazer de uma história interessante um panfleto político.",,subjetiva,negativa
"Não é bem uma resenha, mais um aviso para não darem Capitães da Areia para uma criança de 14 anos ler.",,subjetiva,negativa
"Em função de a idade, eu detestei. ",,subjetiva,negativa
"História clichê, recheada de coisas impossíveis até em o mundo de o maravilhoso, escrita péssima, personagens mal-construídos e alienados. ",,subjetiva,negativa
"Personagens secundários que não se desenvolvem nunca, metáforas cansativas e totalmente sem nexo. ",,subjetiva,negativa
"Intenso, romantico, inesperado, brilhante, apaixonante, sexy!",,subjetiva,positiva
Acho que este livro não merece nem mesmo uma estrela.,,subjetiva,negativa
"Fui até a metade, mas não consegui prosseguir ... Achei muito parado. ",,subjetiva,negativa
"Embora o livro seja legal, não gosto de a literatura de a Thalita Rebouças, acho que os livros de ela deveriam ser menos engraçados e mais interessantes, pois um livro tem que te prender, aí que é bom mesmo.",,subjetiva,negativa
" Esteticamente lindo, como sempre a editora Darkside capricha em suas publicações, mas como leitura mesmo, que é o que vale, achei decepcionante.",,subjetiva,negativa
"O começo do livro foi bom, não vou mentir, talvez as primeiras 80/90 páginas tenham sido legais, mas depois ele começa a enrolar muito, com vários capítulos só pra encher linguiça.",,subjetiva,negativa
"Meu livro chegou amassado, rasgado e a única coisa que eu consegui foi um desconto de 20%. É muito ruim esse descaso com esse tipo de mercadoria.",,subjetiva,negativa
"É muito longo e muito chato. Descrições extensas, algumas bem desnecessárias e tudo termina muito magicamente.",,subjetiva,negativa
"No entanto, é na história que a obra peca. Primeiramente, nos diversos clichês. Talvez tenha sido a intenção do autor, mas, para mim, não foi possível absorver as ideias com um mínimo de naturalidade.",,subjetiva,negativa
"Os momentos são, sim, bem imprevisíveis, temos umas sacadas bem interessantes, mas o sentimentalismo enfiado não cai legal.",,subjetiva,negativa
"O meu único problema com este livro é seu final, me decepcionou um pouco, não esperava um final tão rápido e simples, e por não ter trabalhado mais o filho mais velho do personagem principal, acho que poderia ficar mais impactante o final, se o autor tivesse dado um destaque para este personagem.",,subjetiva,negativa
"Faltou tato na escrita. Não é criado qualquer vínculo entre leitor e personagens, tornando o livro só uma série de relatos com pessoas as quais o leitor não teve tempo de se importar. Acredito que assuste só os mais sensíveis.",,subjetiva,negativa
"Pois bem, achei as histórias extremamente fantasiosas e forçadas. Ed e Lorraine tentam a todo custo empurrar suas ""verdades"" goela abaixo.",,subjetiva,negativa
"Infelizmente, se você vai investir mais num livro ou simplesmente tem apreço pelo que compra, talvez esse não seja o melhor estabelecimento.",,subjetiva,negativa
"Não gostei principalmente da narrativa do livro e como a historia se desenrola, apesar de reconhecer que o livro é bem escrito e que na minha visão o autor provavelmente pensou o livro e o executou com maestria exatamente da maneira que foi idealizado .",,subjetiva,negativa
"O livro tinha tudo para ser maravilhoso. Mas chegou na metade do livro, parecia que o Stephen King estava com preguiça de continuar e fez de qualquer jeito.",,subjetiva,negativa
"Eu sinceramente não consigo levar nada desse livro pra minha vida. Apesar do livro ser enorme é pra mim totalmente descartável e esquecível. O que foi digamos ""bom"" é eu ter saido da zona de conforto e ter conhecido a escrita do King.",,subjetiva,negativa
"Achei uma leitura difícil, sei que se trata de um clássico, mas a linguagem própria criada pelo autor faz com que a leitura fique arrastada até nos adaptarmos com a linguagem.",,subjetiva,negativa
"Apesar de tudo, não achei o livro tão bom como tanto falam, minha expectativa foi muito maior e não é um livro tão incrível assim.",,subjetiva,negativa
"O livro é idiota, repetitivo, cansativo e irritante, tanto quanto seu narrador.",,subjetiva,negativa
"Nao há de se negar que o livro é estilisticamente inovador para a época, porém a história não tem nada de interessante, fazendo com que a leigura desse romance se tornasse uma tortura.",,subjetiva,negativa
"A história teve um desfecho muito rápido, como já era de se esperar pelo número reduzido de páginas do livro, e mesmo tendo sido meio clichê em alguns pontos",,subjetiva,negativa
"Os dois primeiros livros valem a leitura, depois disso a autora entrou num redemoinho de repetições. Desde as primeiras páginas já dava para saber quem seria o vilão de verdade, já que o padrão se repete nos outros livros.",,subjetiva,negativa
"A meu ver, a autora se perdeu em algum momento, tornando tudo meio parado e enfadonho, só voltando a ter mais ação mais para o final, que se resolveu muito rápido e até meio sem sentido.",,subjetiva,negativa
Em vez da autora aprofundar ainda mais no romance ou desenrolar a história desde o início do livro ela optou por um final onde tudo ocorre ao mesmo tempo e algumas coisas não são bem explicadas.,,subjetiva,negativa
"Acho que pelo andar da toda a história, a autora podia ter explorado um pouco mais determinados assuntos... simplesmente o final ficou muito resumido, como se ela quisesse acabar logo com a história.",,subjetiva,negativa
"Entendo a crítica social e tal. Mas a história é muito entendiante não acontece nada muito interessante na história e, para piorar a escrita do autor é muito maçante.",,subjetiva,negativa
"Não desmerecendo o livro, foi o que menos gostei da coleção dos Karas. A leitura é fácil, tem ação e aventura, mas nada dele me chamou a atenção em especial.",,subjetiva,negativa
Só senti falta de um final para alguns personagens.,,subjetiva,negativa
"Enfim, a autora, que na minha visão tinha a intenção de comover com sua historinha, não alcança o objetivo e nos deixa apenas com mais um livro superficial, com um incrível potencial que não soube ser aproveitado.",,subjetiva,negativa
"Gostei menos do que achei que ia gostar quando comecei a leitura, senti falta de saber mais sobre a historia da Mãe, sobre os sentimentos dela",,subjetiva,negativa
"A vida fora do quarto parece mais do mesmo, acho que poderia ser mais resumido ou objetivo e não ser metade do livro.",,subjetiva,negativa
"Achei MUITO fraco. Sei que muitos idolatram a obra, porém na minha opinião, a história é EXTREMAMENTE cansativa e o final, aquém do que eu esperava.",,subjetiva,negativa
"Não achei o livro tudo isso, e talvez no futuro eu possa dar outra chance a ele.",,subjetiva,negativa
"Resolvi ler esse livro após muitas indicações porém, infelizmente, foi uma leitura que considero nada empolgante, enfadonha, resumindo, detestei.",,subjetiva,negativa
Não consegui ver nessa obra aquela história magnífica que muitos rendem inúmeros elogios.,,subjetiva,negativa
"Infelizmente é isso que acontece quando as pessoas abandonam sua originalidade e tentam imitar seus ídolos, como Stephen King. ",,subjetiva,negativa
"Não parece haver nenhuma preocupação estética, não há beleza, não há estilo; o livro tenta te “pegar” unicamente pelo suspense (infelizmente uma coisa comum nos best sellers atuais).",,subjetiva,negativa
"Achei que ou o autor se preocupou apenas em narrar a história ou eu, realmente, não peguei a essência do livro.",,subjetiva,negativa
"Li ""o velho e o mar"" e gostei muito. Iria ler ""Por quem os sinos dobram"", mas depois desse sol, quero distância de Hemingway.",,subjetiva,negativa
"O que é ruim é o fato da história ser escrita em português de Portugal, o que às vezes atrapalha, pois podemos deixar de entender o contexto de algum diálogo.",,subjetiva,negativa
"Vocabulário complicado e história desinteressante, pelo menos pra mim",,subjetiva,negativa
"Só li por causa do colégio, muito sem sal.",,subjetiva,negativa
"Fiquei descepcionada com o livro - Esperava mais, muito mais.",,subjetiva,negativa
"Esperava algo mais policial e sangrento, mas o que tive foram vários episódios de romance deslavado ou de certo modo clichê.",,subjetiva,negativa
"O enredo foi muito previsível ,o que tirou minha vontade de ler o próximo livro.",,subjetiva,negativa
"Sou fã de Tess Gerritsen, mas não gostei desse livro, que nem parece ter sido escrito por ela.",,subjetiva,negativa
O tom do livro é tão meloso que chega a ser cafona.,,subjetiva,negativa
Acho que criei tanta expectativa nesse livro por causa da hype que todas as booktubers estava fazendo que no final fiquei meio decepcionada.,,subjetiva,negativa
"Eu estava com uma super expectativa para lê-lo, porém que livro chato e repetitivo, a introdução é imensa, não consegui nem ler o segundo capítulo.",,subjetiva,negativa
"É um romance perturbador e abusivo, é um homem doente que precisa ir num psiquiatra",,subjetiva,negativa
A impressão que dava é que a autora precisava inserir narrativas tórridas a qualquer custo.,,subjetiva,negativa
"Infelizmente abandonei a leitura, pois a escrita era muito pobre, ruim e repetitiva.",,subjetiva,negativa
" Não tem muito o que falar desse livro, só digo que nunca li algo tão chato e, sem criatividade.",,subjetiva,negativa
Não recomendo esse livro!,,subjetiva,negativa
Tudo aqui é exagero demais e esse foi o ponto negativo.,,subjetiva,negativa
"Não sei, esse não me desce, regular.",,subjetiva,negativa
Sem dúvida um dos piores livros que já li.,,subjetiva,negativa
"E horrivel simplesmente, nao dar pra chamar de escritor esse autor.",,subjetiva,negativa
"Repetitivo e cansativo, esconde a lição de que devemos acordar cedo por trás da leitura só que mais parece uma grande propaganda do próprio livro.",,subjetiva,negativa
Esperava muito mais profundidade sobre o tema,,subjetiva,negativa
Autoajuda da pior qualidade: antiquada e rasa.,,subjetiva,negativa
Insuportável!,,subjetiva,negativa
"Não gostei do livro , muita propaganda e pouco conteúdo",,subjetiva,negativa
"As páginas vieram enrugadas!! Parece até que molhou e secou, embora tenha chegado plastificado. Horrível",,subjetiva,negativa
"o livro é mais uma auto promoção do autor, fala muito dele, os exercicios não vem no livro, enrola demais pra chegar no assunto não goste",,subjetiva,negativa
São poucas as páginas com conteúdo de verdade.,,subjetiva,negativa
"A linguagem na minha opinião passa o coloquial e fica adolescente em vários momentos, com piadas sem graça.",,subjetiva,negativa
Decepção ao ler esse livro. Trata-se muito mais de uma autobiografia do que um livro de finanças pessoais.,,subjetiva,negativa
"O livro é bobo ao extremo, cheio de piadinhas forçadas sem graça e sem necessidade. ",,subjetiva,negativa
"Completamente bobo, mal escrito, sem conteúdo.",,subjetiva,negativa
Comprei como presente para uma amiga que simplesmente detestou,,subjetiva,negativa
Achei um livro bastante cansativo e aborrecido.,,subjetiva,negativa
Diagramação muito apertada não dá pra ler,,subjetiva,negativa
"Historinha pra criança, e muito mal contada, por sinal...",,subjetiva,negativa
"O defeito não aparece nas primeiras páginas, mas depois fica impossível de ler",,subjetiva,negativa
"Lombada desgastada na estremidade superior e inferior, páginas com orelhas com um corte, como se fosse erro da editora.",,subjetiva,negativa
Livro muito sem graça. Achei que tinha romance mas pra mim é só um livro de politica.,,subjetiva,negativa
Aquele vocabulário é um tédio... Não consegui terminar a leitura.,,subjetiva,negativa
Não terminei de ler por que a história não estava me agradando e a linguagem criada para o livro confunde muito. ,,subjetiva,negativa
"De resto, é um livro mediano. Interessante para quem gosta do assunto, porém não espere nada muito profundo.",,subjetiva,negativa
"Apesar de ser um livro curto, ele é cansativo, então empaquei algumas vezes e demorei dias para terminá-lo. O a leitura foi um pouco enrolada e sofrida.",,subjetiva,negativa
"Particularmente, como fã do autor, não achei essa a sua melhor história, mas tem todos os méritos e com certeza deixa sua marca.",,subjetiva,positiva
"Não estava esperando um livro assim tão teórico, o conteúdo é diferente do que eu tinha imaginado. Não é ruim, só não foi o ideal para mim.",,subjetiva,negativa
"Apesar do tema pesado, o autor consegue transmitir ao leitor toda essa desgraça de uma forma anestesiada, algo que justifica o título da obra: Terra sonâmbula.",,subjetiva,positiva
"Uma boa pedida para quem curte crônicas curtas, que tratam de coisas do cotidiano com bom humor, inteligência e deixa um gostinho de ""quero mais"".",,subjetiva,positiva
"Um ótimo livro, além de ser um alerta para uma potencial distopia; em contraponto, a utopia tão sonhada dos homens do medievo e início da modernidade.",,subjetiva,positiva
"De qualquer forma, mesmo com estes poréns, a leitura vale a pena.",,subjetiva,positiva
"Eu adorei esse livro quando li, foi um conselho de um garoto que é escritor eu conheci em a internet, foi ótimo. ",,subjetiva,positiva
O legado de a obra incide em a majestosa visão humana que nos é transferida.,,subjetiva,positiva
"Um livro comovente, sensual e intrigante. ",,subjetiva,positiva
O mais bonito de o livro está em a percepção de que não há maniqueísmo em os personagens.,,subjetiva,positiva
História intrigante que prende a atenção e surpreende a cada página.,,subjetiva,positiva
"A heroína acaba conquistando a simpatia de o leitor, que torce por ela de o começo a o fim.",,subjetiva,positiva
Em a minha opinião é o melhor livro de Sidney Sheldon.,,subjetiva,positiva
"Aquele livro que todas as mulheres deveria ler. Aprendendo com a Clarissa em cada página. A importância da mulher, no mundo.",,subjetiva,positiva
"Obra de surpreendente clareza e inteligência, V de Vingança traz inigualável profundidade de caracterizações e verossimilhança, em um audacioso conto de opressão e resistência.",,subjetiva,positiva
"O livro traz histórias, mitos, que refletem a condição da mulher em diversas situações da vida. É muito interessante a análise que a autora faz de cada história, das personagens, mas as histórias em si são interessantes e induzem quem as lê a fazer sua própria análise, do mito e de como ele se encaixa na sua vida. Muito bom!",,subjetiva,positiva
Impossível não gostar.,,subjetiva,positiva
"O livro tem uma ótima linguagem e aborda temas que nos levam a uma reflexão, sobre o nosso comportamento em uma sociedade cada vez mais hipócrita em que a ética e os bons costumes estão cada vez mais sendo esquecidos. ",,subjetiva,positiva
"Não é a melhor obra de o grande Sidney Sheldon, mas recomendo, uma boa leitura pra passar o tempo.",,subjetiva,positiva
"Acho que o leitor (uso meu exemplo) se realiza através de Tracy, imaginando como faria para se vingar de um mundo injusto e ganhar com isso.",,subjetiva,positiva
"O melhor de tudo, é que a protagonista conta suas histórias de forma divertida, irônica algumas vezes, revoltada com os micos que sua mãe lhe fez pagar em outras, mas acima de tudo mostra como essa relação de mãe-e-filha, apesar de difícil, deve ser bem cuidada",,subjetiva,positiva
"Queria que terminasse logo, gostei mais de a mãe de ela durante uma boa parte de o livro.",,subjetiva,positiva
"A escrita de Doyle é bem detalhada e cheia de nuances e sutilezas estilísticas que tornam a leitura um pouco exigente às vezes, contudo, o mistério que circunda o caso não nos deixa parar de ler até sua conclusão",,subjetiva,positiva
"Ele é muito bem escrito e as descrições são detalhadas mas não são cansativas, construindo com destreza o cenário e sentimentos necessários para viver a historia.",,subjetiva,positiva
"Correndo o risco de ser interpretada equivocadamente como defensora da obra, quero acrescentar que O Código Da Vinci foi um dos mais bem estruturados mistérios de ficção que já li.",,subjetiva,positiva
O que mais me agradou em Terra Sonâmbula com certeza foi a linguagem poética que Mia Couto utilizou para escrever histórias em meio a guerra civil de Moçambique. Posso dizer que esse livro é imensamente bonito e imensuravelmente triste.,,subjetiva,positiva
Mia Couto consegue através de sua rica e fantasiosa maneira de escrever nos transportar para um universo repleto de contos e crenças da cultura africana ao passo em que desenrola uma história cativante e que nos traz reflexões e ideias a cada nuance .,,subjetiva,positiva
"A leitura é rápida, poucos balões mas muitas expressões as pouco mais de 200 páginas passam voando mesmo ficando tempos em tempos admirando as artes que são belissimas.",,subjetiva,positiva
"Uma forma bonita de passar uma boa lição, onde não se consegue fugir de algumas coisas na vida. Esse quadrinho mostra isso de forma ousada, discreta e bastante impactante, com pontos sutis dentro da história.",,subjetiva,positiva
"Ao ouvir que ""O cortiço"" de Aluísio Azevedo é a maior representante no naturalismo brasileiro, não duvide. Excelente leitura, atraente, chocante a cada capítulo.",,subjetiva,positiva
"Em suma, A Tormenta de Espadas é o livro mais cheio de ação da série até agora, embora traga algumas decepções pelo caminho. Vale a pena ler!",,subjetiva,positiva
"É o melhor livro da saga, cheio de plot twists e momentos inesperados que te fazem ficar de boca aberta, ainda mais se você não viu a série.",,subjetiva,positiva
"O título não me atraiu de imediato, então abandonei o livro por um mês. Então, certo dia, resolvi lê-lo. O livro me prendeu de um jeito que não consegui largá-lo até terminar a leitura numa tarde de sábado",,subjetiva,positiva
"Para que nunca leu um livro, esse é bom, para começar a se apaixonar pelo prazer de ler, pois não são muitas páginas a história se passa rápida e leitura envolve o leitor de uma forma incrível, a sem esquecer que é um romacinho policial.",,subjetiva,positiva
"O primeiro livro que li na vida que não fosse história em quadrinhos ou ilustrado. Fez brotar a alma de leitora cuja semente esteve sempre aqui, e perdi a conta de quantas vezes reli desde então.",,subjetiva,positiva
Meu primeiro livro e foi uma experiência incrível! Esse livro deixou uma marca na minha alma!,,subjetiva,positiva
"A grande força do texto, sem dúvida, está na linguagem que é expressiva e original, repleta de neologismos muito inteligentes.",,subjetiva,positiva
"É interessante como tudo é bem escrito e explicado. Como os fatos são expostos e o material do livro é rico, para curiosos e para quem deseja ir mais a fundo na história dos demonologistas.",,subjetiva,positiva
"Vox é uma distopia que nos tira completamente da zona de conforto e dá aquela chacoalhada em nossa mentes, deixando o leitor completamente chocado a cada capítulo.",,subjetiva,positiva
"Esse é um grande livro, uma grande história, com grandes personagens, onde tudo pra mim funcionou de uma maneira surpreendentemente bem. Gostei, gostei muito, e indico a todos!",,subjetiva,positiva
"O desfecho da trama é muito emocionante, a partir do capítulo 19 as coisas acontecem de uma maneira muito eufórica e você não quer mais largar o livro.",,subjetiva,positiva
"Não tem como não se apaixonar por essa obra de horror com muito suspense. Com certeza, um dos melhores livros que já li na vida.",,subjetiva,positiva
"Ele trabalha muito bem em cima dos personagens apresentados, todos com uma personalidade bem construída, o que deixa a história ainda mais intensa e viciante.",,subjetiva,positiva
"Caixa de Pássaros é um thriller psicológico bem elaborado e cheio de alma, um bom livro para quem é amante do suspense.",,subjetiva,positiva
"Um livro muito bem desenvolvido e completo, com uma narrativa interessante e que prende o leitor! Fora a estética, que é impecável!",,subjetiva,positiva
"Neste livro John Green traz uma narrativa muito mais madura que nos seus outros livros, nos fazendo refletir a cada página sobre os aspectos da vida, sobre como enxergamos as pessoas e seus problemas.",,subjetiva,positiva
"Ótimo custo benefício, é uma edição barata, mas com material de qualidade considerável. Recomendo para pessoas de todas as idades, inclusive leitura para crianças.",,subjetiva,positiva
“Não existe uma única página neste livro de estreia que não prove que John Fowles é um mestre contador de histórias.” (The New York Times),,subjetiva,positiva
"Ele mostra de forma clara, simples e divertida os pensamentos, conflitos e dilemas de um adolescente aparentemente revoltado com o mundo, todas as suas qualidades e defeitos.",,subjetiva,positiva
"A leitura é muito envolvente, logo nos primeiros capítulos eu me vi presa nos relatos de Brás Cubas. A forma como ele fala da vida, e também cheia de reflexões sobre.",,subjetiva,positiva
"O livro prometeu uma história de memórias e foi exatamente isso que encontrei, é gostoso do início ao fim porque temos um personagem conversando com o leitor e fazendo-nos refletir sobre diversos pontos da vida, que só nos acrescenta.",,subjetiva,positiva
"Final maravilhoso e surpreendente! A autora trabalhou bem cada detalhe do livro, não ficou nada a deseja, tudo no encaixe perfeito.",,subjetiva,positiva
Não tenho palavras para explicar o quanto eu amei a experiência de ler finale e todo hush hush. Vou guardar essa história comigo para sempre.,,subjetiva,positiva
"Gostei bastante desse livro do Dan Brown. Fui premiado, além de uma boa narrativa, com um debate muito interessante a respeito do crescimento populacional desacelerado e suas implicações para o futuro da humanidade.",,subjetiva,positiva
"O livro do começo ao fim carrega um mistério muito forte e quanto finalmente é revelado faz ficar de boca aberta. Essa é a melhor, na minha opinião, de todas as aventuras de Robert Langdon.",,subjetiva,positiva
"O livro é cheio de mistério, ação e tensão, sendo finalizado por um final a altura da história, ainda deixando um gostinho de quero mais. Os karas são uma turma incansável e divertida de ler",,subjetiva,positiva
"""O Símbolo Perdido"" foi uma leitura deliciosa, cheia de reviravoltas e que consegue deixar o leitor entretido o tempo todo. Vale muito a pena a leitura, mesmo que não seja incrível como seus anteriores.",,subjetiva,positiva
"Esse livro é surpreendente, é daqueles que quanto mais você lê mais vontade tem. É cheio de suspenses e surpresas e o mais legal é que a história é voltada a uma dura realidade que é a desvalorização dos índios e o desprezo pela natureza.",,subjetiva,positiva
É aquele livro com uma leitura levinha e bem fluida em que você se senta no sofá e já lê tudo de uma vez de tão bom que é.,,subjetiva,positiva
"Eu gostei muito desse livro principalmente porque ele traz um pouco da história de Gallifrey, personalidades e lendas. Aqui dá pra saber um pouco mais da cultura e a forma de agir dos Senhores do Tempo.",,subjetiva,positiva
"Curti bastante a história, me surpreendi em alguns momentos, dei boas risadas e agora estou mais ansiosa para começar a ver essa série direito.",,subjetiva,positiva
E estou dentro dessa fatia de fãs filmes de terror e gostei muito da autora ter juntado sobrenatural com serial killer e lenda urbana.,,subjetiva,positiva
"V de vingança é um graphic novel que te faz chorar, amar e refletir tudo no mesmo pacote. Meu preferido depois de watchmen",,subjetiva,positiva
Ransom Riggs é definitivamente o autor que poderia escrever uma lista de compras que eu compraria e leria feliz,,subjetiva,positiva
"É nítido o quanto ele cresceu desde o primeiro livro até esse. Mesmo eu amando os três anteriores, tinha a sensação de que ele não sabia exatamente onde a história iria terminar",,subjetiva,positiva
"É um quadrinho muito top. Antes de ler, eu já tinha assistido o filme, mas depois que eu li, eu gostei muito mais da hq, porque traz muitos detalhes que não tem ou passam imperceptíveis no filme. ",,subjetiva,positiva
Sou uma fã de carteirinha desse autor. Tenho e já li todos os livros dele.,,subjetiva,positiva
"O que mais me prendeu à leitura foi a crítica velada que Adams faz à sociedade em que vivia e que se aplica tão bem hoje, mais de 40 anos depois.",,subjetiva,positiva
É um livro que quero ter na minha estante para meus filhos ler no futuro.,,subjetiva,positiva
"Vale pelo super humor, o livro é muito divertido e irônico, e até atemporal nas críticas.",,subjetiva,positiva
"O começo pode ser um pouco cansativo, mas depois se torna uma maravilha, e a leitura flui muito bem, recomendo muito esse livro.",,subjetiva,positiva
"Se Lewis Carroll tivesse escrito as histórias de Alice na atualidade, seria o Guia do mochileiro das galáxias.",,subjetiva,positiva
"Há vários contextos, pontos e perspectivas a se analisar no livro, e só isso já vale a leitura que parece ser do tipo que sempre será diferente a cada releitura.",,subjetiva,positiva
"Nenhuma informação dada pelo narrador é irrelevante, muito pelo contrário, a verdade sobre essa história está contida nos detalhes",,subjetiva,positiva
"A história prendeu minha atenção assim que li a 1° pág não só pelo assassinato, pois logo o livro te prende mesmo. ",,subjetiva,positiva
Depois de esperar por mais de 10 anos pra ler esse livro estou impressionado por ele ter correspondido as expectativas que não eram poucas.,,subjetiva,positiva
"É uma historia tão rica em varios aspectos, uma leitura fluida que foi extremamente agradavel, mal posso esperar para ler os outros dois livros",,subjetiva,positiva
"Pouco me apeguei à ele, mas gostei do final (previsível) e de conseguir me imaginar na Espanha de 1924.",,subjetiva,positiva
"Certamente perdeu o apelo popular que suponho ter tido no século passado, mas continua direto e poderoso como sempre",,subjetiva,positiva
"Eu amo romance adolescente, mas este é particularmente lindo, a forma doce de lidar com uma realidade tão difícil.",,subjetiva,positiva
"Faz tempo que não leio algo tão macabramente completo como esse livro. A narrativa é envolvente e densa, dando ao leitor uma sensação peso e tensão que segue a história o tempo todo",,subjetiva,positiva
"Bom... o que dizer ... sem palavras ... adorei ... ri, chorei, ne emicionei e queria mais...",,subjetiva,positiva
Não foi aquele livro que quando você termina de ler parece que perdeu uma parte da sua alma... Só bom..,,subjetiva,positiva
"O português arcaico dificulta bastante a Leitura, mas é interessante e divertido.",,subjetiva,positiva
"Achava que iria achar ele bem chatinho, mas quando comecei gostei muito.",,subjetiva,positiva
O autor transforma a clássica história de Machado de Assis em uma versão acessível para o público infanto juvenil não familiarizado com a rebuscada linguagem machadiana.,,subjetiva,positiva
"Aventura o tempo todo, um livro empolgante!",,subjetiva,positiva
Amei o livro. Todo o universo criado. Cada personagem. Enfim sem defeitos.,,subjetiva,positiva